quarter,country,category,unit_price_usd,discount_pct,discounted_price_usd,revenue_usd,unit_price_usd_is_outlier,discounted_price_usd_is_outlier,revenue_usd_is_outlier
Q3,Thailand,Apple Watch,757.48,0,757.48,1514.96,0,0,0
Q3,Thailand,Accessories,101.13,0,101.13,101.13,0,0,0
Q3,Thailand,iPhone,1058.23,10,952.41,2857.23,0,0,0
Q3,Thailand,iPhone,909.67,3,882.38,3912.29,0,0,1
Q4,Thailand,iPhone,408.93,0,408.93,408.93,0,0,0
Q4,Thailand,Accessories,128.77,3,124.91,499.64,0,0,0
Q4,Thailand,Mac,641.14,5,609.08,609.08,0,0,0
Q1,Thailand,Accessories,119.15,5,113.19,113.19,0,0,0
Q1,Thailand,Accessories,73.0,0,73.0,73.0,0,0,0
Q2,Thailand,iPhone,410.49,7,381.76,763.52,0,0,0
Q2,Thailand,Mac,2075.32,10,1867.79,1867.79,0,0,0
Q2,Thailand,iPhone,576.25,7,535.91,535.91,0,0,0
Q2,Thailand,iPhone,987.26,10,888.53,888.53,0,0,0
Q3,Thailand,AirPods,265.7,3,257.73,515.46,0,0,0
Q4,Thailand,iPad,1027.45,0,1027.45,1027.45,0,0,0
Q4,Thailand,Mac,2125.7475000000004,0,2053.9725,2597.72,1,1,0
Q4,Thailand,iPhone,630.31,0,630.31,1260.62,0,0,0
Q1,Thailand,Accessories,85.19,7,79.23,79.23,0,0,0
Q1,Thailand,Mac,635.51,0,635.51,635.51,0,0,0
Q1,Thailand,AirPods,155.51,10,139.96,139.96,0,0,0
Q1,Thailand,iPhone,921.57,15,783.33,783.33,0,0,0
Q2,Thailand,Accessories,93.99,15,79.89,159.78,0,0,0
Q2,Thailand,Apple Watch,839.2,0,839.2,839.2,0,0,0
Q2,Thailand,iPad,622.09,0,622.09,622.09,0,0,0
Q3,Thailand,iPhone,941.95,2,923.11,1846.22,0,0,0
Q3,Thailand,AirPods,170.93,0,170.93,170.93,0,0,0
Q3,Thailand,Accessories,128.68,0,128.68,128.68,0,0,0
Q3,Thailand,Mac,1932.11,0,1932.11,3864.22,0,0,0
Q4,Thailand,AirPods,138.38,10,124.54,124.54,0,0,0
Q4,Thailand,iPhone,616.18,0,616.18,1232.36,0,0,0
Q4,Thailand,Accessories,126.03,7,117.21,234.42,0,0,0
Q4,Thailand,iPhone,874.81,0,874.81,874.81,0,0,0
Q4,Thailand,Mac,2125.7475000000004,10,2053.9725,3912.29,1,1,1
Q4,Thailand,iPhone,965.45,2,946.14,3784.56,0,0,0
Q4,Thailand,iPhone,855.01,3,829.36,3912.29,0,0,1
Q4,Thailand,iPad,462.39,0,462.39,3699.12,0,0,0
Q1,Thailand,Apple Watch,313.5,7,291.56,291.56,0,0,0
Q1,Thailand,Apple Watch,414.71,0,414.71,829.42,0,0,0
Q2,Thailand,Apple Watch,430.22,3,417.31,834.62,0,0,0
Q2,Thailand,Accessories,96.11,2,94.19,94.19,0,0,0
Q3,Thailand,iPad,619.1,7,575.76,575.76,0,0,0
Q3,Thailand,iPhone,632.13,0,632.13,1264.26,0,0,0
Q3,Thailand,iPhone,457.18,3,443.46,443.46,0,0,0
Q3,Thailand,iPad,463.58,0,463.58,2781.48,0,0,0
Q4,Thailand,iPhone,615.61,0,615.61,615.61,0,0,0
Q4,Thailand,iPhone,1272.12,0,1272.12,1272.12,0,0,0
Q1,Thailand,iPad,484.76,2,475.06,2375.3,0,0,0
Q1,Thailand,AirPods,122.18,5,116.07,116.07,0,0,0
Q1,Thailand,iPhone,943.55,0,943.55,1887.1,0,0,0
Q1,Thailand,iPhone,702.82,0,702.82,2108.46,0,0,0
Q1,Thailand,Mac,601.56,0,601.56,601.56,0,0,0
Q2,Thailand,AirPods,558.28,5,530.37,1591.11,0,0,0
Q2,Thailand,Mac,2033.71,10,1830.34,3912.29,0,0,1
Q2,Thailand,Mac,1163.12,3,1128.23,1128.23,0,0,0
Q3,Thailand,Mac,2125.7475000000004,10,2053.9725,2199.7,1,1,0
Q3,Thailand,iPad,585.12,15,497.35,994.7,0,0,0
Q3,Thailand,iPhone,965.5,2,946.19,1892.38,0,0,0
Q3,Thailand,Accessories,299.86,10,269.87,269.87,0,0,0
Q3,Thailand,iPhone,893.15,7,830.63,1661.26,0,0,0
Q4,Thailand,iPhone,770.23,10,693.21,2079.63,0,0,0
Q1,Thailand,Mac,1011.54,0,1011.54,3912.29,0,0,1
Q1,Thailand,Accessories,38.77,0,38.77,38.77,0,0,0
Q2,Thailand,Mac,2065.76,10,1859.18,3912.29,0,0,1
Q2,Thailand,Mac,2125.7475000000004,0,2053.9725,2573.71,1,1,0
Q3,Thailand,Apple Watch,775.36,7,721.08,721.08,0,0,0
Q3,Thailand,Mac,1258.62,0,1258.62,2517.24,0,0,0
Q4,Thailand,iPad,527.86,15,448.68,1346.04,0,0,0
Q1,Thailand,iPhone,830.33,7,772.21,772.21,0,0,0
Q1,Thailand,iPhone,882.6,0,882.6,3530.4,0,0,0
Q1,Thailand,iPhone,851.77,2,834.73,2504.19,0,0,0
Q2,Thailand,iPad,570.47,5,541.95,541.95,0,0,0
Q2,Thailand,AirPods,122.84,0,122.84,368.52,0,0,0
Q2,Thailand,Apple Watch,282.6,0,282.6,282.6,0,0,0
Q2,Thailand,iPhone,968.37,0,968.37,968.37,0,0,0
Q3,Thailand,Apple Watch,774.39,2,758.9,758.9,0,0,0
Q4,Thailand,Accessories,127.45,0,127.45,127.45,0,0,0
Q4,Thailand,iPhone,1027.25,7,955.34,955.34,0,0,0
Q1,Thailand,Accessories,30.07,0,30.07,60.14,0,0,0
Q3,Thailand,Apple Watch,740.94,0,740.94,2222.82,0,0,0
Q3,Thailand,Apple Watch,317.89,0,317.89,317.89,0,0,0
Q3,Thailand,Mac,1334.36,15,1134.21,3912.29,0,0,1
Q4,Thailand,Accessories,100.1,3,97.1,97.1,0,0,0
Q4,Thailand,iPhone,563.13,0,563.13,563.13,0,0,0
Q4,Thailand,Accessories,91.32,0,91.32,182.64,0,0,0
Q4,Thailand,AirPods,528.64,0,528.64,528.64,0,0,0
Q4,Thailand,iPhone,822.91,10,740.62,740.62,0,0,0
Q1,Thailand,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q2,Thailand,Accessories,38.16,15,32.44,64.88,0,0,0
Q2,Thailand,iPhone,1252.19,0,1252.19,1252.19,0,0,0
Q3,Thailand,Mac,1324.12,7,1231.43,1231.43,0,0,0
Q3,Thailand,Accessories,39.76,0,39.76,119.28,0,0,0
Q3,Thailand,Accessories,119.85,0,119.85,119.85,0,0,0
Q3,Thailand,iPhone,860.7,5,817.66,1635.32,0,0,0
Q3,Thailand,Apple Watch,787.11,0,787.11,787.11,0,0,0
Q3,Thailand,Mac,2125.7475000000004,0,2053.9725,2676.59,1,1,0
Q4,Thailand,Accessories,93.47,0,93.47,93.47,0,0,0
Q4,Thailand,Accessories,102.39,7,95.22,190.44,0,0,0
Q4,Thailand,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q4,Thailand,Apple Watch,775.63,0,775.63,775.63,0,0,0
Q4,Thailand,Accessories,103.63,0,103.63,103.63,0,0,0
Q1,Thailand,iPhone,850.36,3,824.85,3299.4,0,0,0
Q1,Thailand,Accessories,98.68,0,98.68,197.36,0,0,0
Q1,Thailand,iPad,754.0,7,701.22,701.22,0,0,0
Q2,Thailand,Accessories,80.21,0,80.21,320.84,0,0,0
Q3,Thailand,iPhone,609.73,0,609.73,609.73,0,0,0
Q3,Thailand,iPhone,905.95,0,905.95,905.95,0,0,0
Q4,Thailand,iPad,513.42,0,513.42,1026.84,0,0,0
Q4,Thailand,iPhone,735.16,15,624.89,624.89,0,0,0
Q4,Thailand,Apple Watch,430.04,2,421.44,421.44,0,0,0
Q4,Thailand,iPhone,588.17,10,529.35,1058.7,0,0,0
Q4,Thailand,Accessories,98.92,5,93.97,93.97,0,0,0
Q1,Thailand,iPhone,409.71,2,401.52,1204.56,0,0,0
Q1,Thailand,Mac,2125.7475000000004,2,2053.9725,3912.29,1,1,1
Q1,Thailand,Mac,2047.43,7,1904.11,1904.11,0,0,0
Q1,Thailand,Accessories,127.92,2,125.36,125.36,0,0,0
Q1,Thailand,iPad,506.95,0,506.95,1013.9,0,0,0
Q1,Thailand,Accessories,41.55,2,40.72,244.32,0,0,0
Q3,Thailand,iPhone,1036.38,3,1005.29,1005.29,0,0,0
Q3,Thailand,iPhone,972.11,0,972.11,3912.29,0,0,1
Q4,Thailand,Accessories,38.45,10,34.61,34.61,0,0,0
Q4,Thailand,Accessories,124.99,2,122.49,367.47,0,0,0
Q4,Thailand,iPad,1141.39,0,1141.39,3912.29,0,0,1
Q1,Thailand,iPad,1107.42,0,1107.42,1107.42,0,0,0
Q2,Thailand,Mac,2125.7475000000004,10,2053.9725,3912.29,1,1,1
Q2,Thailand,iPhone,995.55,15,846.22,1692.44,0,0,0
Q2,Thailand,Apple Watch,401.99,0,401.99,401.99,0,0,0
Q3,Thailand,Accessories,102.29,3,99.22,99.22,0,0,0
Q4,Thailand,iPhone,1142.83,0,1142.83,2285.66,0,0,0
Q4,Thailand,iPhone,849.67,0,849.67,849.67,0,0,0
Q1,Thailand,iPhone,1072.93,10,965.64,1931.28,0,0,0
Q1,Thailand,Mac,2125.7475000000004,3,2053.9725,3912.29,1,1,1
Q1,Thailand,AirPods,552.78,0,552.78,552.78,0,0,0
Q2,Thailand,Mac,626.71,0,626.71,626.71,0,0,0
Q3,Thailand,Mac,1385.47,7,1288.49,3865.47,0,0,0
Q1,Turkey,Mac,1163.71,0,1163.71,2327.42,0,0,0
Q1,Turkey,Mac,585.4,0,585.4,2927.0,0,0,0
Q1,Turkey,iPhone,879.9,0,879.9,879.9,0,0,0
Q2,Turkey,iPad,1118.19,0,1118.19,2236.38,0,0,0
Q3,Turkey,iPhone,926.95,0,926.95,3912.29,0,0,1
Q3,Turkey,iPhone,962.8,0,962.8,3912.29,0,0,1
Q3,Turkey,AirPods,166.87,7,155.19,155.19,0,0,0
Q3,Turkey,Mac,1200.34,0,1200.34,3601.02,0,0,0
Q3,Turkey,iPad,534.48,7,497.07,1491.21,0,0,0
Q4,Turkey,Accessories,102.11,0,102.11,102.11,0,0,0
Q1,Turkey,Accessories,82.53,7,76.75,76.75,0,0,0
Q1,Turkey,Accessories,83.41,7,77.57,155.14,0,0,0
Q2,Turkey,AirPods,161.51,15,137.28,137.28,0,0,0
Q2,Turkey,iPhone,820.18,0,820.18,820.18,0,0,0
Q3,Turkey,Accessories,35.9,0,35.9,71.8,0,0,0
Q3,Turkey,iPad,1157.48,0,1157.48,1157.48,0,0,0
Q4,Turkey,Accessories,132.84,0,132.84,132.84,0,0,0
Q1,Turkey,iPhone,948.0,7,881.64,3912.29,0,0,1
Q1,Turkey,AirPods,163.16,10,146.84,1174.72,0,0,0
Q1,Turkey,iPhone,826.2,7,768.37,768.37,0,0,0
Q1,Turkey,Accessories,80.51,0,80.51,80.51,0,0,0
Q2,Turkey,Accessories,137.44,15,116.82,116.82,0,0,0
Q3,Turkey,iPhone,852.71,0,852.71,2558.13,0,0,0
Q4,Turkey,AirPods,261.4,3,253.56,1267.8,0,0,0
Q4,Turkey,iPhone,969.21,0,969.21,1938.42,0,0,0
Q1,Turkey,Accessories,128.38,0,128.38,513.52,0,0,0
Q1,Turkey,Accessories,28.7,2,28.13,56.26,0,0,0
Q2,Turkey,iPad,455.56,0,455.56,1366.68,0,0,0
Q2,Turkey,iPhone,915.78,3,888.31,888.31,0,0,0
Q3,Turkey,Accessories,36.47,0,36.47,72.94,0,0,0
Q3,Turkey,AirPods,164.74,5,156.5,469.5,0,0,0
Q3,Turkey,Accessories,119.85,3,116.25,116.25,0,0,0
Q4,Turkey,Mac,1263.63,5,1200.45,1200.45,0,0,0
Q1,Turkey,iPhone,919.43,3,891.85,1783.7,0,0,0
Q2,Turkey,iPhone,851.9,0,851.9,1703.8,0,0,0
Q3,Turkey,iPhone,901.22,15,766.04,1532.08,0,0,0
Q2,Turkey,AirPods,167.93,0,167.93,167.93,0,0,0
Q3,Turkey,iPhone,979.38,3,950.0,2850.0,0,0,0
Q3,Turkey,Accessories,29.25,0,29.25,58.5,0,0,0
Q3,Turkey,iPad,1130.72,7,1051.57,1051.57,0,0,0
Q4,Turkey,Apple Watch,250.1,10,225.09,225.09,0,0,0
Q4,Turkey,Accessories,37.68,0,37.68,75.36,0,0,0
Q1,Turkey,Apple Watch,252.95,7,235.24,705.72,0,0,0
Q2,Turkey,iPhone,827.85,15,703.67,703.67,0,0,0
Q2,Turkey,iPhone,955.21,15,811.93,1623.86,0,0,0
Q2,Turkey,Accessories,94.07,0,94.07,94.07,0,0,0
Q2,Turkey,iPhone,1191.72,7,1108.3,2216.6,0,0,0
Q2,Turkey,Accessories,134.54,2,131.85,131.85,0,0,0
Q2,Turkey,Mac,1264.73,10,1138.26,3912.29,0,0,1
Q2,Turkey,iPhone,1074.62,0,1074.62,2149.24,0,0,0
Q3,Turkey,Mac,609.39,2,597.2,597.2,0,0,0
Q3,Turkey,iPhone,1048.95,0,1048.95,2097.9,0,0,0
Q3,Turkey,Apple Watch,405.58,3,393.41,393.41,0,0,0
Q4,Turkey,Accessories,94.09,0,94.09,564.54,0,0,0
Q2,Turkey,iPhone,916.07,0,916.07,916.07,0,0,0
Q2,Turkey,iPad,783.37,15,665.86,1331.72,0,0,0
Q2,Turkey,Accessories,95.46,10,85.91,171.82,0,0,0
Q3,Turkey,iPhone,638.19,3,619.04,619.04,0,0,0
Q3,Turkey,Mac,1138.5,0,1138.5,3912.29,0,0,1
Q3,Turkey,Accessories,129.73,0,129.73,129.73,0,0,0
Q3,Turkey,iPhone,1283.09,7,1193.27,1193.27,0,0,0
Q3,Turkey,Accessories,102.65,15,87.25,174.5,0,0,0
Q4,Turkey,Accessories,92.39,15,78.53,392.65,0,0,0
Q1,Turkey,iPhone,1057.14,5,1004.28,1004.28,0,0,0
Q1,Turkey,AirPods,234.42,0,234.42,234.42,0,0,0
Q1,Turkey,iPad,428.12,10,385.31,1155.93,0,0,0
Q2,Turkey,iPad,616.81,0,616.81,616.81,0,0,0
Q2,Turkey,Apple Watch,410.31,0,410.31,820.62,0,0,0
Q3,Turkey,iPhone,832.61,15,707.72,1415.44,0,0,0
Q3,Turkey,iPad,461.16,0,461.16,1844.64,0,0,0
Q3,Turkey,Mac,1107.38,15,941.27,3912.29,0,0,1
Q4,Turkey,Accessories,105.42,2,103.31,206.62,0,0,0
Q4,Turkey,Mac,2040.34,0,2040.34,3912.29,0,0,1
Q1,Turkey,AirPods,120.64,0,120.64,120.64,0,0,0
Q2,Turkey,iPad,514.76,15,437.55,1312.65,0,0,0
Q3,Turkey,iPhone,873.53,2,856.06,1712.12,0,0,0
Q3,Turkey,Accessories,283.63,3,275.12,275.12,0,0,0
Q4,Turkey,Accessories,102.31,0,102.31,102.31,0,0,0
Q4,Turkey,Accessories,106.09,10,95.48,190.96,0,0,0
Q1,Turkey,Mac,2125.7475000000004,7,2053.9725,3912.29,1,1,1
Q1,Turkey,iPhone,664.96,0,664.96,664.96,0,0,0
Q2,Turkey,iPhone,749.05,0,749.05,749.05,0,0,0
Q2,Turkey,iPhone,737.79,5,700.9,700.9,0,0,0
Q2,Turkey,iPhone,586.78,0,586.78,1173.56,0,0,0
Q2,Turkey,Accessories,92.56,0,92.56,370.24,0,0,0
Q4,Turkey,AirPods,251.59,0,251.59,503.18,0,0,0
Q2,Turkey,iPhone,923.02,3,895.33,1790.66,0,0,0
Q2,Turkey,AirPods,265.09,5,251.84,1511.04,0,0,0
Q3,Turkey,iPhone,722.84,0,722.84,1445.68,0,0,0
Q3,Turkey,iPhone,956.86,7,889.88,2669.64,0,0,0
Q3,Turkey,iPad,463.59,0,463.59,463.59,0,0,0
Q3,Turkey,Mac,1331.09,7,1237.91,3912.29,0,0,1
Q4,Turkey,iPad,528.16,0,528.16,528.16,0,0,0
Q4,Turkey,iPad,513.42,3,498.02,996.04,0,0,0
Q1,Turkey,iPhone,1027.04,0,1027.04,3912.29,0,0,1
Q1,Turkey,iPhone,928.38,10,835.54,835.54,0,0,0
Q2,Turkey,iPad,513.53,0,513.53,2054.12,0,0,0
Q2,Turkey,Mac,1075.47,5,1021.7,3065.1,0,0,0
Q3,Turkey,Accessories,36.41,0,36.41,36.41,0,0,0
Q3,Turkey,Mac,1253.56,0,1253.56,1253.56,0,0,0
Q3,Turkey,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q4,Turkey,Apple Watch,425.36,5,404.09,404.09,0,0,0
Q4,Turkey,Accessories,120.18,10,108.16,324.48,0,0,0
Q4,Turkey,iPhone,931.44,10,838.3,838.3,0,0,0
Q1,Turkey,Apple Watch,275.44,0,275.44,1377.2,0,0,0
Q1,Turkey,Mac,1321.22,7,1228.73,2457.46,0,0,0
Q1,Turkey,AirPods,559.08,5,531.13,1062.26,0,0,0
Q1,Turkey,Mac,1916.06,0,1916.06,3832.12,0,0,0
Q1,Turkey,iPhone,885.74,0,885.74,1771.48,0,0,0
Q2,Turkey,Accessories,104.05,0,104.05,104.05,0,0,0
Q2,Turkey,iPhone,1020.41,15,867.35,867.35,0,0,0
Q2,Turkey,Apple Watch,305.96,3,296.78,296.78,0,0,0
Q2,Turkey,AirPods,136.36,0,136.36,409.08,0,0,0
Q2,Turkey,AirPods,535.92,0,535.92,1607.76,0,0,0
Q2,Turkey,Accessories,133.2,10,119.88,479.52,0,0,0
Q2,Turkey,Mac,1320.7,10,1188.63,2377.26,0,0,0
Q2,Turkey,AirPods,172.46,0,172.46,172.46,0,0,0
Q2,Turkey,Apple Watch,289.13,10,260.22,520.44,0,0,0
Q3,Turkey,iPhone,857.91,0,857.91,857.91,0,0,0
Q1,Turkey,iPhone,614.24,7,571.24,571.24,0,0,0
Q2,Turkey,Mac,1340.16,0,1340.16,1340.16,0,0,0
Q3,Turkey,iPad,847.73,5,805.34,1610.68,0,0,0
Q3,Turkey,iPhone,935.63,2,916.92,1833.84,0,0,0
Q3,Turkey,Accessories,41.02,7,38.15,76.3,0,0,0
Q4,Turkey,Mac,2125.7475000000004,0,2053.9725,2696.43,1,1,0
Q1,Turkey,iPad,738.9,0,738.9,738.9,0,0,0
Q1,Turkey,Accessories,78.38,7,72.89,145.78,0,0,0
Q1,Turkey,Accessories,119.14,0,119.14,357.42,0,0,0
Q2,Turkey,Mac,1038.26,15,882.52,2647.56,0,0,0
Q2,Turkey,Accessories,138.18,15,117.45,117.45,0,0,0
Q2,Turkey,iPhone,916.66,15,779.16,779.16,0,0,0
Q4,Turkey,iPhone,847.56,0,847.56,1695.12,0,0,0
Q4,Turkey,Accessories,93.81,0,93.81,93.81,0,0,0
Q4,Turkey,Mac,612.99,0,612.99,2451.96,0,0,0
Q4,Turkey,AirPods,242.34,0,242.34,484.68,0,0,0
Q1,Turkey,Accessories,310.24,0,310.24,620.48,0,0,0
Q1,Turkey,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q1,Turkey,Accessories,29.27,0,29.27,29.27,0,0,0
Q2,Turkey,iPad,579.15,10,521.24,521.24,0,0,0
Q2,Turkey,Accessories,38.48,0,38.48,38.48,0,0,0
Q2,Turkey,Accessories,27.12,7,25.22,126.1,0,0,0
Q3,Turkey,iPhone,752.44,7,699.77,1399.54,0,0,0
Q3,Turkey,Apple Watch,397.11,0,397.11,794.22,0,0,0
Q3,Turkey,Accessories,131.48,5,124.91,499.64,0,0,0
Q3,Turkey,AirPods,118.94,2,116.56,349.68,0,0,0
Q3,Turkey,Mac,2125.7475000000004,10,2053.9725,2302.61,1,1,0
Q4,Turkey,iPhone,1038.26,0,1038.26,1038.26,0,0,0
Q4,Turkey,iPhone,832.63,0,832.63,1665.26,0,0,0
Q1,Turkey,Accessories,105.85,0,105.85,317.55,0,0,0
Q2,Turkey,Mac,1330.67,0,1330.67,1330.67,0,0,0
Q2,Turkey,Mac,1123.12,5,1066.96,2133.92,0,0,0
Q3,Turkey,iPhone,660.42,10,594.38,594.38,0,0,0
Q3,Turkey,Apple Watch,312.47,0,312.47,1249.88,0,0,0
Q3,Turkey,Apple Watch,289.28,3,280.6,561.2,0,0,0
Q4,Turkey,Accessories,102.19,3,99.12,495.6,0,0,0
Q1,Turkey,AirPods,172.18,2,168.74,168.74,0,0,0
Q2,Turkey,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q2,Turkey,iPad,496.85,15,422.32,422.32,0,0,0
Q3,Turkey,AirPods,160.56,3,155.74,155.74,0,0,0
Q3,Turkey,Mac,2060.48,0,2053.9725,3912.29,0,1,1
Q4,Turkey,Accessories,285.35,0,285.35,285.35,0,0,0
Q4,Turkey,Accessories,94.99,5,90.24,90.24,0,0,0
Q1,Turkey,iPhone,964.99,0,964.99,964.99,0,0,0
Q1,Turkey,iPhone,1272.47,0,1272.47,1272.47,0,0,0
Q1,Turkey,iPhone,964.46,0,964.46,964.46,0,0,0
Q3,Turkey,Apple Watch,407.81,0,407.81,815.62,0,0,0
Q3,Turkey,Accessories,74.0,0,74.0,148.0,0,0,0
Q3,Turkey,AirPods,118.73,0,118.73,237.46,0,0,0
Q3,Turkey,iPad,481.78,2,472.14,2832.84,0,0,0
Q3,Turkey,Mac,1871.98,10,1684.78,1684.78,0,0,0
Q4,Turkey,iPhone,683.07,5,648.92,3244.6,0,0,0
Q4,Turkey,Apple Watch,259.1,5,246.15,246.15,0,0,0
Q1,Turkey,AirPods,231.06,10,207.95,207.95,0,0,0
Q1,Turkey,Accessories,106.53,0,106.53,213.06,0,0,0
Q2,Turkey,iPad,586.41,0,586.41,586.41,0,0,0
Q2,Turkey,Mac,554.12,5,526.41,526.41,0,0,0
Q2,Turkey,iPhone,898.55,3,871.59,871.59,0,0,0
Q3,Turkey,iPhone,741.65,0,741.65,741.65,0,0,0
Q3,Turkey,AirPods,246.0,0,246.0,246.0,0,0,0
Q3,Turkey,Accessories,102.42,7,95.25,95.25,0,0,0
Q3,Turkey,Mac,1241.98,2,1217.14,3651.42,0,0,0
Q3,Turkey,iPad,856.89,2,839.75,2519.25,0,0,0
Q3,Turkey,Mac,1153.56,2,1130.49,3912.29,0,0,1
Q3,Turkey,iPhone,875.56,0,875.56,875.56,0,0,0
Q4,Turkey,Mac,2125.7475000000004,10,2053.9725,3912.29,1,1,1
Q1,Turkey,iPhone,904.83,2,886.73,886.73,0,0,0
Q2,Turkey,Mac,2071.78,0,2053.9725,3912.29,0,1,1
Q2,Turkey,iPhone,748.75,2,733.77,1467.54,0,0,0
Q3,Turkey,Accessories,95.75,0,95.75,95.75,0,0,0
Q1,Turkey,Apple Watch,393.17,0,393.17,1179.51,0,0,0
Q1,Turkey,Apple Watch,804.53,10,724.08,724.08,0,0,0
Q1,Turkey,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q2,Turkey,iPhone,777.64,7,723.21,2892.84,0,0,0
Q2,Turkey,Accessories,278.82,0,278.82,278.82,0,0,0
Q2,Turkey,iPad,456.93,0,456.93,1827.72,0,0,0
Q2,Turkey,iPad,427.02,7,397.13,1191.39,0,0,0
Q4,Turkey,Mac,2125.7475000000004,2,2053.9725,2539.76,1,1,0
Q4,Turkey,iPad,800.05,0,800.05,800.05,0,0,0
Q4,Turkey,Accessories,36.49,0,36.49,72.98,0,0,0
Q1,Turkey,iPhone,1061.62,3,1029.77,1029.77,0,0,0
Q1,Turkey,iPhone,1052.39,0,1052.39,1052.39,0,0,0
Q2,Turkey,iPad,593.75,15,504.69,504.69,0,0,0
Q2,Turkey,iPhone,921.64,2,903.21,903.21,0,0,0
Q2,Turkey,Accessories,31.19,2,30.57,30.57,0,0,0
Q3,Turkey,iPhone,646.8,0,646.8,646.8,0,0,0
Q3,Turkey,AirPods,128.5,0,128.5,257.0,0,0,0
Q3,Turkey,Apple Watch,402.73,0,402.73,805.46,0,0,0
Q4,Turkey,Accessories,124.18,0,124.18,248.36,0,0,0
Q4,Turkey,Mac,2125.7475000000004,2,2053.9725,3912.29,1,1,1
Q4,Turkey,Apple Watch,417.81,15,355.14,355.14,0,0,0
Q4,Turkey,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q2,Turkey,Mac,2076.17,10,1868.55,3912.29,0,0,1
Q3,Turkey,Mac,2125.7475000000004,0,2053.9725,2675.66,1,1,0
Q3,Turkey,AirPods,233.68,7,217.32,869.28,0,0,0
Q4,Turkey,iPhone,861.91,3,836.05,2508.15,0,0,0
Q3,Turkey,Accessories,105.31,10,94.78,284.34,0,0,0
Q3,Turkey,Accessories,28.48,0,28.48,142.4,0,0,0
Q1,Turkey,Mac,2125.7475000000004,2,2053.9725,3912.29,1,1,1
Q1,Turkey,iPhone,867.79,2,850.43,850.43,0,0,0
Q2,Turkey,Mac,1330.78,0,1330.78,1330.78,0,0,0
Q3,Turkey,Mac,2125.7475000000004,5,2053.9725,2270.05,1,1,0
Q4,Turkey,Accessories,120.48,3,116.87,116.87,0,0,0
Q1,Turkey,iPad,505.7,3,490.53,981.06,0,0,0
Q1,Turkey,iPhone,1005.37,3,975.21,975.21,0,0,0
Q2,Turkey,Accessories,118.79,7,110.47,220.94,0,0,0
Q2,Turkey,iPhone,815.8,7,758.69,3912.29,0,0,1
Q3,Turkey,Accessories,97.52,2,95.57,191.14,0,0,0
Q3,Turkey,iPad,418.16,15,355.44,1777.2,0,0,0
Q3,Turkey,Apple Watch,246.3,15,209.36,209.36,0,0,0
Q4,Turkey,Mac,1379.72,5,1310.73,1310.73,0,0,0
Q4,Turkey,iPhone,1049.56,0,1049.56,1049.56,0,0,0
Q4,Turkey,Accessories,81.31,0,81.31,162.62,0,0,0
Q1,Turkey,Apple Watch,295.83,0,295.83,2366.64,0,0,0
Q2,Turkey,AirPods,589.79,0,589.79,589.79,0,0,0
Q2,Turkey,iPhone,945.04,7,878.89,878.89,0,0,0
Q3,Turkey,iPad,1109.13,5,1053.67,2107.34,0,0,0
Q1,Turkey,AirPods,167.07,0,167.07,167.07,0,0,0
Q1,Turkey,Accessories,128.18,0,128.18,128.18,0,0,0
Q1,Turkey,iPhone,926.95,2,908.41,1816.82,0,0,0
Q1,Turkey,Apple Watch,839.56,5,797.58,797.58,0,0,0
Q1,Turkey,iPad,1161.89,0,1161.89,3485.67,0,0,0
Q3,Turkey,iPhone,556.95,0,556.95,1113.9,0,0,0
Q4,Turkey,Accessories,29.65,3,28.76,57.52,0,0,0
Q1,UAE,iPhone,1067.58,10,960.82,960.82,0,0,0
Q1,UAE,Mac,1195.84,0,1195.84,1195.84,0,0,0
Q1,UAE,Mac,1950.13,3,1891.63,3783.26,0,0,0
Q1,UAE,iPad,558.69,10,502.82,502.82,0,0,0
Q2,UAE,iPhone,407.72,5,387.33,1549.32,0,0,0
Q2,UAE,iPhone,846.96,0,846.96,846.96,0,0,0
Q2,UAE,Mac,1402.36,0,1402.36,2804.72,0,0,0
Q3,UAE,iPhone,1050.37,3,1018.86,1018.86,0,0,0
Q3,UAE,Accessories,138.81,3,134.65,134.65,0,0,0
Q4,UAE,Mac,595.71,10,536.14,1072.28,0,0,0
Q4,UAE,Accessories,303.77,0,303.77,1215.08,0,0,0
Q1,UAE,iPhone,963.77,0,963.77,1927.54,0,0,0
Q1,UAE,Accessories,40.87,3,39.64,39.64,0,0,0
Q2,UAE,Mac,1208.15,0,1208.15,1208.15,0,0,0
Q4,UAE,AirPods,158.78,0,158.78,158.78,0,0,0
Q4,UAE,iPad,594.74,10,535.27,535.27,0,0,0
Q4,UAE,Accessories,126.23,2,123.71,494.84,0,0,0
Q1,UAE,iPhone,430.58,15,365.99,365.99,0,0,0
Q1,UAE,Mac,2125.7475000000004,0,2053.9725,3912.29,1,1,1
Q2,UAE,Mac,628.09,0,628.09,628.09,0,0,0
